Entity,Code,Year,Wind per capita (kWh - equivalent)
Kazakhstan,KAZ,1994,0
Japan,JPN,1994,0.02264506
Italy,ITA,1994,0.34915218
Israel,ISR,1994,0
Iceland,ISL,1994,0
Iraq,IRQ,1994,0
Iran,IRN,1994,0
Ireland,IRL,1994,15.787167
India,IND,1994,0.59836614
Indonesia,IDN,1994,0
Hungary,HUN,1994,0
Croatia,HRV,1994,0
Hong Kong,HKG,1994,0
Greece,GRC,1994,10.275599
United Kingdom,GBR,1994,17.602982
France,FRA,1994,0.24317056
Finland,FIN,1994,4.1815495
Estonia,EST,1994,0
Spain,ESP,1994,13.059674
Egypt,EGY,1994,0
Ecuador,ECU,1994,0
Algeria,DZA,1994,0
Denmark,DNK,1994,644.8456
Germany,DEU,1994,33.232353
Czechia,CZE,1994,0
Cyprus,CYP,1994,0
Colombia,COL,1994,0
China,CHN,1994,0.9401297
Chile,CHL,1994,0
Switzerland,CHE,1994,0
Canada,CAN,1994,6.0198526
Brazil,BRA,1994,0
Belarus,BLR,1994,0
Bulgaria,BGR,1994,0
Bangladesh,BGD,1994,0
Belgium,BEL,1994,2.6428275
Azerbaijan,AZE,1994,0
Austria,AUT,1994,0
Australia,AUS,1994,0.912639
Argentina,ARG,1994,0
United Arab Emirates,ARE,1994,0
South Africa,ZAF,1993,0
Vietnam,VNM,1993,0
Venezuela,VEN,1993,0
Uzbekistan,UZB,1993,0
United States,USA,1993,34.69351
Ukraine,UKR,1993,0
Taiwan,TWN,1993,0
Turkey,TUR,1993,0
Trinidad and Tobago,TTO,1993,0
Turkmenistan,TKM,1993,0
Thailand,THA,1993,0
Sweden,SWE,1993,17.707726
Slovenia,SVN,1993,0
Slovakia,SVK,1993,0
Singapore,SGP,1993,0
Saudi Arabia,SAU,1993,0
Russia,RUS,1993,0
Romania,ROU,1993,0
Qatar,QAT,1993,0
Portugal,PRT,1993,3.1237442
Poland,POL,1993,0
Philippines,PHL,1993,0
Peru,PER,1993,0
Pakistan,PAK,1993,0
Oman,OMN,1993,0
New Zealand,NZL,1993,0.8161387
Norway,NOR,1993,0
Netherlands,NLD,1993,33.736355
Malaysia,MYS,1993,0
North Macedonia,MKD,1993,0
Mexico,MEX,1993,0.033981506
Morocco,MAR,1993,0
Latvia,LVA,1993,0
Luxembourg,LUX,1993,0
Lithuania,LTU,1993,0
Sri Lanka,LKA,1993,0
Kuwait,KWT,1993,0
South Korea,KOR,1993,0.065529875
Kazakhstan,KAZ,1993,0
Japan,JPN,1993,0.022706708
Italy,ITA,1993,0.19977525
Israel,ISR,1993,0
Iceland,ISL,1993,0
Iraq,IRQ,1993,0
Iran,IRN,1993,0
Ireland,IRL,1993,12.511712
India,IND,1993,0.30251363
Indonesia,IDN,1993,0
Hungary,HUN,1993,0
Croatia,HRV,1993,0
Hong Kong,HKG,1993,0
Greece,GRC,1993,13.156566
United Kingdom,GBR,1993,11.130874
France,FRA,1993,0.124638855
Finland,FIN,1993,2.5658185
Estonia,EST,1993,0
Spain,ESP,1993,8.701322
Egypt,EGY,1993,0
Ecuador,ECU,1993,0
Algeria,DZA,1993,0
Denmark,DNK,1993,588.8044
Germany,DEU,1993,22.019567
Czechia,CZE,1993,0
Cyprus,CYP,1993,0
Colombia,COL,1993,0
China,CHN,1993,0.5245117
Chile,CHL,1993,0
Switzerland,CHE,1993,0
Canada,CAN,1993,6.0855823
Brazil,BRA,1993,0
Belarus,BLR,1993,0
Bulgaria,BGR,1993,0
Bangladesh,BGD,1993,0
Belgium,BEL,1993,2.3563604
Azerbaijan,AZE,1993,0
Austria,AUT,1993,0
Australia,AUS,1993,0.33557338
Argentina,ARG,1993,0
United Arab Emirates,ARE,1993,0
South Africa,ZAF,1992,0
Vietnam,VNM,1992,0
Venezuela,VEN,1992,0
Uzbekistan,UZB,1992,0
United States,USA,1992,33.7988
Ukraine,UKR,1992,0
Taiwan,TWN,1992,0
Turkey,TUR,1992,0
Trinidad and Tobago,TTO,1992,0
Turkmenistan,TKM,1992,0
Thailand,THA,1992,0
Sweden,SWE,1992,10.609228
Slovenia,SVN,1992,0
Slovakia,SVK,1992,0
Singapore,SGP,1992,0
Saudi Arabia,SAU,1992,0
Russia,RUS,1992,0
Romania,ROU,1992,0
Qatar,QAT,1992,0
Portugal,PRT,1992,1.138531
Poland,POL,1992,0
Philippines,PHL,1992,0
Peru,PER,1992,0
Pakistan,PAK,1992,0
Oman,OMN,1992,0
New Zealand,NZL,1992,0.57795537
Norway,NOR,1992,0
Netherlands,NLD,1992,28.690283
Malaysia,MYS,1992,0
North Macedonia,MKD,1992,0
Mexico,MEX,1992,0.034643307
Morocco,MAR,1992,0
Latvia,LVA,1992,0
Luxembourg,LUX,1992,0
Lithuania,LTU,1992,0
Sri Lanka,LKA,1992,0
Kuwait,KWT,1992,0
South Korea,KOR,1992,0
Kazakhstan,KAZ,1992,0
Japan,JPN,1992,0
Italy,ITA,1992,0.09970701
Israel,ISR,1992,0
Iceland,ISL,1992,0
Iraq,IRQ,1992,0
Iran,IRN,1992,0
Ireland,IRL,1992,4.1882734
India,IND,1992,0.28824615
Indonesia,IDN,1992,0
Hungary,HUN,1992,0
Croatia,HRV,1992,0
Hong Kong,HKG,1992,0
Greece,GRC,1992,2.258617
United Kingdom,GBR,1992,1.6967804
France,FRA,1992,0.025450565
Finland,FIN,1992,1.4048324
Estonia,EST,1992,0
Spain,ESP,1992,7.769197
Egypt,EGY,1992,0
Ecuador,ECU,1992,0
Algeria,DZA,1992,0
Denmark,DNK,1992,523.0114
Germany,DEU,1992,10.138665
Czechia,CZE,1992,0
Cyprus,CYP,1992,0
Colombia,COL,1992,0
China,CHN,1992,0.3280005
Chile,CHL,1992,0
Switzerland,CHE,1992,0
Canada,CAN,1992,6.1543913
Brazil,BRA,1992,0
Belarus,BLR,1992,0
Bulgaria,BGR,1992,0
Bangladesh,BGD,1992,0
Belgium,BEL,1992,2.6567395
Azerbaijan,AZE,1992,0
Austria,AUT,1992,0
Australia,AUS,1992,0
Argentina,ARG,1992,0
United Arab Emirates,ARE,1992,0
South Africa,ZAF,1991,0
Vietnam,VNM,1991,0
Venezuela,VEN,1991,0
Uzbekistan,UZB,1991,0
United States,USA,1991,35.03762
Ukraine,UKR,1991,0
Taiwan,TWN,1991,0
Turkey,TUR,1991,0
Trinidad and Tobago,TTO,1991,0
Turkmenistan,TKM,1991,0
Thailand,THA,1991,0
Sweden,SWE,1991,4.472896
Slovenia,SVN,1991,0
Slovakia,SVK,1991,0
Singapore,SGP,1991,0
Saudi Arabia,SAU,1991,0
Russia,RUS,1991,0
Romania,ROU,1991,0
Qatar,QAT,1991,0
Portugal,PRT,1991,0.28371868
Poland,POL,1991,0
Philippines,PHL,1991,0
Peru,PER,1991,0
Pakistan,PAK,1991,0
Oman,OMN,1991,0
New Zealand,NZL,1991,0
Norway,NOR,1991,0
Netherlands,NLD,1991,17.293964
Malaysia,MYS,1991,0
North Macedonia,MKD,1991,0
Mexico,MEX,1991,0.035325587
Morocco,MAR,1991,0
Latvia,LVA,1991,0
Luxembourg,LUX,1991,0
Lithuania,LTU,1991,0
Sri Lanka,LKA,1991,0
Kuwait,KWT,1991,0
South Korea,KOR,1991,0
Kazakhstan,KAZ,1991,0
Japan,JPN,1991,0
Italy,ITA,1991,0.1496624
Israel,ISR,1991,0
Iceland,ISL,1991,0
Iraq,IRQ,1991,0
Iran,IRN,1991,0
Ireland,IRL,1991,0
India,IND,1991,0.37558547
Indonesia,IDN,1991,0
Hungary,HUN,1991,0
Croatia,HRV,1991,0
Hong Kong,HKG,1991,0
Greece,GRC,1991,0.5693728
United Kingdom,GBR,1991,0.4639359
France,FRA,1991,0.025548887
Finland,FIN,1991,0.35401896
Estonia,EST,1991,0
Spain,ESP,1991,1.1373862
Egypt,EGY,1991,0
Ecuador,ECU,1991,0
Algeria,DZA,1991,0
Denmark,DNK,1991,424.25937
Germany,DEU,1991,3.7054076
Czechia,CZE,1991,0
Cyprus,CYP,1991,0
Colombia,COL,1991,0
China,CHN,1991,0.022969663
Chile,CHL,1991,0
Switzerland,CHE,1991,0
Canada,CAN,1991,0.2022671
Brazil,BRA,1991,0
Belarus,BLR,1991,0
Bulgaria,BGR,1991,0
Bangladesh,BGD,1991,0
Belgium,BEL,1991,2.3697302
Azerbaijan,AZE,1991,0
Austria,AUT,1991,0
Australia,AUS,1991,0
Argentina,ARG,1991,0
United Arab Emirates,ARE,1991,0
South Africa,ZAF,1990,0
Vietnam,VNM,1990,0
Venezuela,VEN,1990,0
Uzbekistan,UZB,1990,0
United States,USA,1990,33.57395
Ukraine,UKR,1990,0
Taiwan,TWN,1990,0
Turkey,TUR,1990,0
Trinidad and Tobago,TTO,1990,0
Turkmenistan,TKM,1990,0
Thailand,THA,1990,0
Sweden,SWE,1990,2.07641
Slovenia,SVN,1990,0
Slovakia,SVK,1990,0
Singapore,SGP,1990,0
Saudi Arabia,SAU,1990,0
Russia,RUS,1990,0
Romania,ROU,1990,0.13137017
Qatar,QAT,1990,0
Portugal,PRT,1990,0.2831253
Poland,POL,1990,0
Philippines,PHL,1990,0
Peru,PER,1990,0
Pakistan,PAK,1990,0
Oman,OMN,1990,0
New Zealand,NZL,1990,0
Norway,NOR,1990,0
Netherlands,NLD,1990,11.080385
Malaysia,MYS,1990,0
North Macedonia,MKD,1990,0
Mexico,MEX,1990,0.036030702
Morocco,MAR,1990,0
Latvia,LVA,1990,0
Luxembourg,LUX,1990,0
Lithuania,LTU,1990,0
Sri Lanka,LKA,1990,0
Kuwait,KWT,1990,0
South Korea,KOR,1990,0
Kazakhstan,KAZ,1990,0
Japan,JPN,1990,0
Italy,ITA,1990,0.09984162
Israel,ISR,1990,0
Iceland,ISL,1990,0
Iraq,IRQ,1990,0
Iran,IRN,1990,0
Ireland,IRL,1990,0
India,IND,1990,0.10294171
Indonesia,IDN,1990,0
Hungary,HUN,1990,0
Croatia,HRV,1990,0
Hong Kong,HKG,1990,0
Greece,GRC,1990,0.5743079
United Kingdom,GBR,1990,0.46514428
France,FRA,1990,0.014230394
Finland,FIN,1990,0
Estonia,EST,1990,0
Spain,ESP,1990,1.0644869
Egypt,EGY,1990,0
Ecuador,ECU,1990,0
Algeria,DZA,1990,0
Denmark,DNK,1990,350.7836
Germany,DEU,1990,2.6451504
Czechia,CZE,1990,0
Cyprus,CYP,1990,0
Colombia,COL,1990,0
China,CHN,1990,0.005176563
Chile,CHL,1990,0
Switzerland,CHE,1990,0
Canada,CAN,1990,0.20488934
Brazil,BRA,1990,0
Belarus,BLR,1990,0
Bulgaria,BGR,1990,0
Bangladesh,BGD,1990,0
Belgium,BEL,1990,2.077846
Azerbaijan,AZE,1990,0
Austria,AUT,1990,0
Australia,AUS,1990,0
Argentina,ARG,1990,0
United Arab Emirates,ARE,1990,0
