country,year,iso_code,population,gdp
Qatar,1992,QAT,471299,6.980.115.968.000
Reunion,1992,REU,686479,
Romania,1992,ROU,22800964,108.239.806.464.000
Russia,1992,RUS,148725600,1.555.013.173.248.000
Rwanda,1992,RWA,7657202,9.540.358.144.000
Saint Helena,1992,SHN,6541,
Saint Kitts and Nevis,1992,KNA,40924,
Saint Lucia,1992,LCA,146433,808.957.696.000
Saint Pierre and Miquelon,1992,SPM,6396,
Saint Vincent and the Grenadines,1992,VCT,113235,
Samoa,1992,WSM,169817,
Sao Tome and Principe,1992,STP,125663,264.441.184.000
Saudi Arabia,1992,SAU,17281352,306.153.193.472.000
Senegal,1992,SEN,7974512,16.415.511.552.000
Serbia,1992,SRB,7943504,50.650.013.696.000
Seychelles,1992,SYC,72435,679.251.008.000
Sierra Leone,1992,SLE,4301575,5.753.195.008.000
Singapore,1992,SGP,3228234,80.669.507.584.000
Slovakia,1992,SVK,5301897,51.833.806.848.000
Slovenia,1992,SVN,1991344,30.763.878.400.000
Solomon Islands,1992,SLB,343929,
Somalia,1992,SOM,6428147,
South Africa,1992,ZAF,41760756,236.546.768.896.000
South Korea,1992,KOR,44703708,687.368.699.904.000
Spain,1992,ESP,39202248,805.944.623.104.000
Sri Lanka,1992,LKA,17624462,71.480.508.416.000
Sudan,1992,SDN,21780058,
Suriname,1992,SUR,419531,
Sweden,1992,SWE,8640277,235.763.220.480.000
Switzerland,1992,CHE,6873188,240.475.389.952.000
Syria,1992,SYR,13156408,131.799.334.912.000
Taiwan,1992,TWN,20952226,372.335.116.288.000
Tajikistan,1992,TJK,5656216,15.578.967.040.000
Tanzania,1992,TZA,27580728,23.885.627.392.000
Thailand,1992,THA,56939020,476.583.460.864.000
Togo,1992,TGO,4106228,4.695.574.528.000
Tonga,1992,TON,99276,
Trinidad and Tobago,1992,TTO,1285506,17.933.883.392.000
Tunisia,1992,TUN,8802535,49.384.853.504.000
Turkey,1992,TUR,56302040,538.702.184.448.000
Turkmenistan,1992,TKM,3926374,17.569.984.512.000
Turks and Caicos Islands,1992,TCA,13036,
Tuvalu,1992,TUV,9489,
Uganda,1992,UGA,18801968,17.483.616.256.000
Ukraine,1992,UKR,51785152,421.710.462.976.000
United Arab Emirates,1992,ARE,2116235,
United Kingdom,1992,GBR,57509240,1.491.383.222.272.000
United States,1992,USA,255175328,9.572.148.314.112.000
United States Virgin Islands,1992,VIR,101546,
Uruguay,1992,URY,3153732,35.598.159.872.000
Uzbekistan,1992,UZB,21588150,119.510.827.008.000
Vanuatu,1992,VUT,158593,
Venezuela,1992,VEN,20700462,301.070.155.776.000
Vietnam,1992,VNM,69788752,125.496.475.648.000
Western Sahara,1992,ESH,189793,
Yemen,1992,YEM,14433772,51.640.717.312.000
Zambia,1992,ZMB,8074342,11.034.436.608.000
Zimbabwe,1992,ZWE,10641504,21.133.768.704.000
Afghanistan,1993,AFG,14003764,9.834.580.992.000
Albania,1993,ALB,3300715,9.636.359.168.000
Algeria,1993,DZA,27354326,130.275.762.176.000
American Samoa,1993,ASM,51195,
Angola,1993,AGO,13038277,9.985.481.728.000
Antarctica,1993,ATA,,
Antigua and Barbuda,1993,ATG,65849,
Argentina,1993,ARG,34027240,444.780.216.320.000
Armenia,1993,ARM,3457344,13.153.102.848.000
Aruba,1993,ABW,72374,
Australia,1993,AUS,17631514,500.840.595.456.000
Austria,1993,AUT,7905280,223.463.030.784.000
Azerbaijan,1993,AZE,7740112,32.486.443.008.000
Bahamas,1993,BHS,288172,
Bahrain,1993,BHR,573762,4.925.347.840.000
Bangladesh,1993,BGD,113418760,129.907.343.360.000
Barbados,1993,BRB,261001,3.017.396.992.000
Belarus,1993,BLR,10480485,93.050.200.064.000
Belgium,1993,BEL,10043738,280.980.160.512.000
Belize,1993,BLZ,194192,
Benin,1993,BEN,5706188,9.663.858.688.000
Bermuda,1993,BMU,58763,
Bhutan,1993,BTN,520840,
Bolivia,1993,BOL,7544494,25.891.375.104.000
Bosnia and Herzegovina,1993,BIH,3942985,11.076.997.120.000
Botswana,1993,BWA,1462267,8.026.912.768.000
Brazil,1993,BRA,158440864,1.296.907.370.496.000
British Virgin Islands,1993,VGB,16875,
Brunei,1993,BRN,284723,
Bulgaria,1993,BGR,8611541,68.791.803.904.000
Burkina Faso,1993,BFA,9840080,11.471.090.688.000
Burundi,1993,BDI,5555227,5.844.277.760.000
Cambodia,1993,KHM,10243554,14.671.015.936.000
Cameroon,1993,CMR,12486776,21.846.622.208.000
Canada,1993,CAN,28668168,854.596.321.280.000
Cape Verde,1993,CPV,391764,790.274.624.000
Cayman Islands,1993,CYM,30061,
Central African Republic,1993,CAF,3089148,3.141.613.568.000
Chad,1993,TCD,6448279,4.228.387.072.000
Chile,1993,CHL,13998387,170.977.050.624.000
China,1993,CHN,1195855616,4.126.169.628.672.000
Colombia,1993,COL,34614732,286.074.437.632.000
Comoros,1993,COM,463325,558.102.848.000
Congo,1993,COG,2594181,9.584.776.192.000
Cook Islands,1993,COK,17583,
Costa Rica,1993,CRI,3405376,27.271.077.888.000
Cote d'Ivoire,1993,CIV,13316449,28.127.549.440.000
Croatia,1993,HRV,4792409,37.941.878.784.000
Cuba,1993,CUB,10840934,28.833.505.280.000
Cyprus,1993,CYP,825993,12.093.020.160.000
Czechia,1993,CZE,10318915,133.712.371.712.000
Democratic Republic of Congo,1993,COD,39580848,24.338.477.056.000
Denmark,1993,DNK,5193776,159.029.510.144.000
Djibouti,1993,DJI,611239,1.223.278.976.000
Dominica,1993,DMA,69196,303.787.200.000
Dominican Republic,1993,DOM,7576083,33.455.892.480.000
Ecuador,1993,ECU,11132833,72.804.343.808.000
Egypt,1993,EGY,61382204,269.984.907.264.000
El Salvador,1993,SLV,5630994,21.604.952.064.000
Equatorial Guinea,1993,GNQ,520247,1.160.722.176.000
Estonia,1993,EST,1504446,18.240.808.960.000
Eswatini,1993,SWZ,953454,3.919.793.408.000
Ethiopia,1993,ETH,53791672,37.874.282.496.000
Faeroe Islands,1993,FRO,45118,
Falkland Islands,1993,FLK,2566,
Fiji,1993,FJI,789209,
Finland,1993,FIN,5066609,121.309.724.672.000
France,1993,FRA,57053728,1.673.263.972.352.000
French Guiana,1993,GUF,127507,
French Polynesia,1993,PYF,223723,
Gabon,1993,GAB,1065396,8.684.691.456.000
Gambia,1993,GMB,1168317,1.492.281.344.000
Georgia,1993,GEO,5127512,19.963.488.256.000
Germany,1993,DEU,80573496,2.210.102.247.424.000
Ghana,1993,GHA,16643639,29.541.689.344.000
Gibraltar,1993,GIB,27143,
Greece,1993,GRC,10563442,169.706.668.032.000
Greenland,1993,GRL,55729,
Grenada,1993,GRD,102190,
Guadeloupe,1993,GLP,405738,
Guam,1993,GUM,145551,
Guatemala,1993,GTM,9831871,52.486.725.632.000
Guinea,1993,GIN,7046101,5.695.353.344.000
Guinea-Bissau,1993,GNB,1056767,1.360.698.880.000
Guyana,1993,GUY,747196,
Haiti,1993,HTI,7345942,10.302.867.456.000
Honduras,1993,HND,5496843,16.847.893.504.000
Hong Kong,1993,HKG,6089809,185.281.249.280.000
Hungary,1993,HUN,10357423,96.248.037.376.000
Iceland,1993,ISL,263942,7.073.786.368.000
India,1993,IND,926351296,1.931.870.470.144.000
Indonesia,1993,IDN,191737280,912.702.636.032.000
Iran,1993,IRN,59755432,415.192.252.416.000
Iraq,1993,IRQ,19295822,42.079.948.800.000
Ireland,1993,IRL,3545700,73.646.604.288.000
Israel,1993,ISR,5213005,107.432.747.008.000
Italy,1993,ITA,56869456,1.529.549.684.736.000
Jamaica,1993,JAM,2459064,15.692.845.056.000
Japan,1993,JPN,124779576,3.861.077.295.104.000
Jordan,1993,JOR,4075763,24.831.922.176.000
Kazakhstan,1993,KAZ,16979700,151.572.676.608.000
Kenya,1993,KEN,25391832,43.754.835.968.000
Kiribati,1993,KIR,79110,
Kuwait,1993,KWT,1653651,36.160.745.472.000
Kyrgyzstan,1993,KGZ,4507638,16.865.844.224.000
Laos,1993,LAO,4685293,7.432.922.112.000
Latvia,1993,LVA,2638889,21.636.016.128.000
Lebanon,1993,LBN,3818800,18.432.083.968.000
Lesotho,1993,LSO,1885486,3.409.484.032.000
Liberia,1993,LBR,2132776,1.167.734.016.000
Libya,1993,LBY,4544972,27.601.942.528.000
Lithuania,1993,LTU,3788532,31.722.383.360.000
Luxembourg,1993,LUX,396705,16.017.019.904.000
Macao,1993,MAC,380721,
Madagascar,1993,MDG,13020110,14.700.457.984.000
Malawi,1993,MWI,10257232,8.945.961.984.000
Malaysia,1993,MYS,19050074,191.825.428.480.000
Maldives,1993,MDV,245852,
Mali,1993,MLI,9506515,10.249.530.368.000
Malta,1993,MLT,375257,5.540.228.096.000
Martinique,1993,MTQ,395567,
Mauritania,1993,MRT,2237070,3.536.022.016.000
Mauritius,1993,MUS,1133260,13.435.076.608.000
Mexico,1993,MEX,86648440,925.343.285.248.000
Micronesia (country),1993,FSM,106043,
Moldova,1993,MDA,4493699,23.693.266.944.000
Mongolia,1993,MNG,2270313,4.139.237.888.000
Montserrat,1993,MSR,9571,
Morocco,1993,MAR,25806782,107.015.757.824.000
Mozambique,1993,MOZ,14206253,19.284.152.320.000
Myanmar,1993,MMR,41788304,54.198.382.592.000
Namibia,1993,NAM,1509848,8.429.547.008.000
Nauru,1993,NRU,10249,
Nepal,1993,NPL,21267356,28.089.919.488.000
Netherlands,1993,NLD,15251088,441.585.762.304.000
Netherlands Antilles,1993,ANT,,
New Caledonia,1993,NCL,190793,
New Zealand,1993,NZL,3573739,77.452.075.008.000
Nicaragua,1993,NIC,4526690,8.788.659.200.000
Niger,1993,NER,9193081,6.612.262.912.000
Nigeria,1993,NGA,102775472,188.893.724.672.000
Niue,1993,NIU,2439,
North Korea,1993,PRK,21773020,43.046.072.320.000
North Macedonia,1993,MKD,1996896,14.032.408.576.000
Northern Mariana Islands,1993,MNP,47965,
Norway,1993,NOR,4312138,150.160.310.272.000
Oman,1993,OMN,2071874,26.814.318.592.000
Pakistan,1993,PAK,125546624,338.978.439.168.000
Panama,1993,PAN,2607502,21.447.804.928.000
Papua New Guinea,1993,PNG,4291592,
Paraguay,1993,PRY,4386206,24.342.777.856.000
Peru,1993,PER,23513888,111.713.009.664.000
Philippines,1993,PHL,66083324,237.660.504.064.000
Poland,1993,POL,38319300,316.590.915.584.000
Portugal,1993,PRT,9992104,183.426.187.264.000
Puerto Rico,1993,PRI,3645019,69.692.235.776.000
Qatar,1993,QAT,486053,7.619.622.912.000
Reunion,1993,REU,700090,
Romania,1993,ROU,22721662,113.423.130.624.000
Russia,1993,RUS,148897280,1.449.494.315.008.000
Rwanda,1993,RWA,7904741,8.498.078.720.000
Saint Helena,1993,SHN,6482,
Saint Kitts and Nevis,1993,KNA,41470,
Saint Lucia,1993,LCA,148610,829.979.968.000
Saint Pierre and Miquelon,1993,SPM,6423,
Saint Vincent and the Grenadines,1993,VCT,113639,
Samoa,1993,WSM,171375,
Sao Tome and Principe,1993,STP,128195,268.616.544.000
Saudi Arabia,1993,SAU,17846472,318.108.073.984.000
Senegal,1993,SEN,8196551,16.529.391.616.000
Serbia,1993,SRB,7957074,36.015.632.384.000
Seychelles,1993,SYC,73057,730.723.712.000
Sierra Leone,1993,SLE,4295693,5.761.167.360.000
Singapore,1993,SGP,3334134,90.974.445.568.000
Slovakia,1993,SVK,5321863,55.429.943.296.000
Slovenia,1993,SVN,1991685,31.503.259.648.000
Solomon Islands,1993,SLB,354097,
Somalia,1993,SOM,6620734,
South Africa,1993,ZAF,42525444,244.041.351.168.000
South Korea,1993,KOR,44932856,729.369.280.512.000
Spain,1993,ESP,39420540,799.270.240.256.000
Sri Lanka,1993,LKA,17825610,76.299.010.048.000
Sudan,1993,SDN,22163254,
Suriname,1993,SUR,422384,
Sweden,1993,SWE,8683403,231.559.217.152.000
Switzerland,1993,CHE,6936123,244.573.601.792.000
Syria,1993,SYR,13537067,136.522.850.304.000
Taiwan,1993,TWN,21125720,396.245.794.816.000
Tajikistan,1993,TJK,5717815,13.768.157.184.000
Tanzania,1993,TZA,28469018,24.817.405.952.000
Thailand,1993,THA,57776080,514.625.699.840.000
Togo,1993,TGO,4078396,3.965.510.912.000
Tonga,1993,TON,99507,
Trinidad and Tobago,1993,TTO,1293979,17.387.464.704.000
Tunisia,1993,TUN,8977175,50.757.980.160.000
Turkey,1993,TUR,57296008,591.946.448.896.000
Turkmenistan,1993,TKM,4031701,18.037.532.672.000
Turks and Caicos Islands,1993,TCA,13726,
Tuvalu,1993,TUV,9543,
Uganda,1993,UGA,19462960,18.599.690.240.000
Ukraine,1993,UKR,51778420,367.893.643.264.000
United Arab Emirates,1993,ARE,2223289,55.476.445.184.000
United Kingdom,1993,GBR,57647464,1.527.375.331.328.000
United States,1993,USA,258779760,9.834.941.382.656.000
United States Virgin Islands,1993,VIR,102157,
Uruguay,1993,URY,3171749,36.471.103.488.000
Uzbekistan,1993,UZB,22085922,114.918.072.320.000
Vanuatu,1993,VUT,162564,
Venezuela,1993,VEN,21172098,303.295.660.032.000
Vietnam,1993,VNM,71176408,135.124.664.320.000
Western Sahara,1993,ESH,195137,
Yemen,1993,YEM,14988045,53.666.275.328.000
Zambia,1993,ZMB,8270921,11.363.260.416.000
Zimbabwe,1993,ZWE,10794921,21.406.455.808.000
Afghanistan,1994,AFG,15455560,7.919.857.152.000
Albania,1994,ALB,3294001,10.596.127.744.000
Algeria,1994,DZA,27937006,134.279.872.512.000
American Samoa,1994,ASM,52311,
Angola,1994,AGO,13462032,10.760.810.496.000
Antarctica,1994,ATA,,
Antigua and Barbuda,1994,ATG,67091,
Argentina,1994,ARG,34488696,472.926.748.672.000
Armenia,1994,ARM,3373715,13.441.652.736.000
Aruba,1994,ABW,74730,
Australia,1994,AUS,17805506,527.346.171.904.000
Austria,1994,AUT,7935366,229.749.260.288.000
Azerbaijan,1994,AZE,7821889,26.372.110.336.000
Bahamas,1994,BHS,294006,
Bahrain,1994,BHR,593259,5.510.148.608.000
Bangladesh,1994,BGD,115614904,137.432.670.208.000
Barbados,1994,BRB,261720,3.045.284.352.000
Belarus,1994,BLR,10475397,81.212.694.528.000
Belgium,1994,BEL,10069182,290.439.823.360.000
Belize,1994,BLZ,198430,
Benin,1994,BEN,5923401,9.706.565.632.000
Bermuda,1994,BMU,59138,
Bhutan,1994,BTN,521268,
Bolivia,1994,BOL,7693728,27.164.993.536.000
Bosnia and Herzegovina,1994,BIH,3762334,11.242.947.584.000
Botswana,1994,BWA,1503551,8.505.258.496.000
Brazil,1994,BRA,160980480,1.389.944.766.464.000
British Virgin Islands,1994,VGB,17275,
Brunei,1994,BRN,291950,
Bulgaria,1994,BGR,8548469,70.739.017.728.000
Burkina Faso,1994,BFA,10091260,11.400.564.736.000
Burundi,1994,BDI,5586415,5.760.142.336.000
Cambodia,1994,KHM,10636353,15.506.534.400.000
Cameroon,1994,CMR,12848863,21.686.028.288.000
Canada,1994,CAN,28981190,895.509.659.648.000
Cape Verde,1994,CPV,401664,861.446.208.000
Cayman Islands,1994,CYM,31439,
Central African Republic,1994,CAF,3187851,3.299.692.288.000
Chad,1994,TCD,6593004,4.512.686.080.000
Chile,1994,CHL,14210680,179.196.395.520.000
China,1994,CHN,1207286656,4.438.753.280.000.000
Colombia,1994,COL,35295460,300.754.567.168.000
Comoros,1994,COM,473485,536.542.944.000
Congo,1994,COG,2669220,9.269.115.904.000
Cook Islands,1994,COK,17682,
Costa Rica,1994,CRI,3489158,28.453.398.528.000
Cote d'Ivoire,1994,CIV,13802283,29.026.816.000.000
Croatia,1994,HRV,4819431,41.058.422.784.000
Cuba,1994,CUB,10887204,29.226.991.616.000
Cyprus,1994,CYP,844452,12.925.316.096.000
Czechia,1994,CZE,10321309,139.362.828.288.000
Democratic Republic of Congo,1994,COD,41511988,23.485.763.584.000
Denmark,1994,DNK,5213801,168.468.807.680.000
Djibouti,1994,DJI,623482,1.189.922.944.000
Dominica,1994,DMA,69219,316.614.944.000
Dominican Republic,1994,DOM,7723940,34.777.866.240.000
Ecuador,1994,ECU,11347655,76.428.115.968.000
Egypt,1994,EGY,62775844,286.215.798.784.000
El Salvador,1994,SLV,5693040,23.258.529.792.000
Equatorial Guinea,1994,GNQ,540005,1.275.597.184.000
Eritrea,1994,ERI,2042501,
Estonia,1994,EST,1475730,17.654.292.480.000
Eswatini,1994,SWZ,953745,4.084.366.080.000
Ethiopia,1994,ETH,55620212,40.711.847.936.000
Faeroe Islands,1994,FRO,44160,
Falkland Islands,1994,FLK,2663,
Fiji,1994,FJI,790811,
Finland,1994,FIN,5088491,126.178.762.752.000
France,1994,FRA,57230064,1.713.239.621.632.000
French Guiana,1994,GUF,132274,
French Polynesia,1994,PYF,227692,
Gabon,1994,GAB,1093612,9.485.824.000.000
Gambia,1994,GMB,1205886,1.506.439.168.000
Georgia,1994,GEO,4997912,17.806.233.600.000
Germany,1994,DEU,80882120,2.290.161.025.024.000
Ghana,1994,GHA,17040850,30.603.384.832.000
Gibraltar,1994,GIB,27307,
Greece,1994,GRC,10647420,174.662.615.040.000
Greenland,1994,GRL,55719,
Grenada,1994,GRD,103194,
Guadeloupe,1994,GLP,409893,
Guam,1994,GUM,147855,
Guatemala,1994,GTM,10094917,54.315.614.208.000
Guinea,1994,GIN,7262110,5.997.836.800.000
Guinea-Bissau,1994,GNB,1089623,1.398.135.552.000
Guyana,1994,GUY,749553,
Haiti,1994,HTI,7486096,9.215.060.992.000
Honduras,1994,HND,5652937,16.756.480.000.000
Hong Kong,1994,HKG,6168709,194.935.750.656.000
Hungary,1994,HUN,10342435,101.057.019.904.000
Iceland,1994,ISL,266230,7.301.300.736.000
India,1994,IND,945261952,2.039.524.753.408.000
Indonesia,1994,IDN,194928544,986.200.276.992.000
Iran,1994,IRN,59985752,419.387.342.848.000
Iraq,1994,IRQ,20248074,42.891.943.936.000
Ireland,1994,IRL,3559396,78.875.959.296.000
Israel,1994,ISR,5346294,114.590.285.824.000
Italy,1994,ITA,56883820,1.573.413.584.896.000
Jamaica,1994,JAM,2484186,16.160.345.088.000
Japan,1994,JPN,125119264,3.898.677.133.312.000
Jordan,1994,JOR,4278165,26.378.711.040.000
Kazakhstan,1994,KAZ,16747153,133.221.818.368.000
Kenya,1994,KEN,26133748,45.663.588.352.000
Kiribati,1994,KIR,80280,
Kuwait,1994,KWT,1641113,41.613.418.496.000
Kyrgyzstan,1994,KGZ,4530904,13.389.775.872.000
Laos,1994,LAO,4807956,8.095.761.920.000
Latvia,1994,LVA,2606464,21.944.829.952.000
Lebanon,1994,LBN,3888152,21.360.836.608.000
Lesotho,1994,LSO,1910648,3.499.928.320.000
Liberia,1994,LBR,2125202,865.093.568.000
Libya,1994,LBY,4641297,30.319.529.984.000
Lithuania,1994,LTU,3770461,28.612.204.544.000
Luxembourg,1994,LUX,402049,16.564.453.376.000
Macao,1994,MAC,388787,
Madagascar,1994,MDG,13436125,14.863.616.000.000
Malawi,1994,MWI,10131796,7.996.238.848.000
Malaysia,1994,MYS,19588706,211.032.850.432.000
Maldives,1994,MDV,252211,
Mali,1994,MLI,9711802,10.520.796.160.000
Malta,1994,MLT,378568,5.855.593.984.000
Martinique,1994,MTQ,402801,
Mauritania,1994,MRT,2315198,3.783.132.416.000
Mauritius,1994,MUS,1147165,13.759.042.560.000
Mexico,1994,MEX,88314416,972.991.954.944.000
Micronesia (country),1994,FSM,108858,
Moldova,1994,MDA,4482513,16.084.185.088.000
Mongolia,1994,MNG,2301514,4.442.844.672.000
Montserrat,1994,MSR,8982,
Morocco,1994,MAR,26201554,118.566.420.480.000
Mozambique,1994,MOZ,14912879,18.783.670.272.000
Myanmar,1994,MMR,42337112,57.338.249.216.000
Namibia,1994,NAM,1558459,9.059.104.768.000
Nauru,1994,NRU,10294,
Nepal,1994,NPL,21794756,30.349.287.424.000
Netherlands,1994,NLD,15349481,457.294.184.448.000
Netherlands Antilles,1994,ANT,,
New Caledonia,1994,NCL,195277,
New Zealand,1994,NZL,3620893,82.753.609.728.000
Nicaragua,1994,NIC,4625260,9.239.788.544.000
Niger,1994,NER,9493322,6.867.277.312.000
Nigeria,1994,NGA,105456120,193.990.918.144.000
Niue,1994,NIU,2396,
North Korea,1994,PRK,22105230,42.085.990.400.000
North Macedonia,1994,MKD,1982458,13.843.362.816.000
Northern Mariana Islands,1994,MNP,47808,
Norway,1994,NOR,4336745,162.612.346.880.000
Oman,1994,OMN,2133678,29.594.624.000.000
Pakistan,1994,PAK,129245136,356.454.498.304.000
Panama,1994,PAN,2661393,22.126.487.552.000
Papua New Guinea,1994,PNG,4451695,
Paraguay,1994,PRY,4495301,25.181.163.520.000
Peru,1994,PER,23983260,125.787.848.704.000
Philippines,1994,PHL,67650288,250.039.762.944.000
Poland,1994,POL,38375464,336.238.444.544.000
Portugal,1994,PRT,10018101,186.890.731.520.000
Puerto Rico,1994,PRI,3675747,73.757.655.040.000
Qatar,1994,QAT,500685,8.527.819.264.000
Reunion,1994,REU,713176,
Romania,1994,ROU,22632776,121.572.614.144.000
Russia,1994,RUS,148829120,1.295.583.412.224.000
Rwanda,1994,RWA,6732668,4.238.310.400.000
Saint Helena,1994,SHN,6429,
Saint Kitts and Nevis,1994,KNA,42029,
Saint Lucia,1994,LCA,150574,862.136.448.000
Saint Pierre and Miquelon,1994,SPM,6430,
Saint Vincent and the Grenadines,1994,VCT,113965,
Samoa,1994,WSM,173120,
Sao Tome and Principe,1994,STP,130679,275.609.568.000
Saudi Arabia,1994,SAU,18367526,336.600.596.480.000
Senegal,1994,SEN,8417001,16.428.695.552.000
Serbia,1994,SRB,7969952,37.817.208.832.000
Seychelles,1994,SYC,73863,744.501.056.000
Sierra Leone,1994,SLE,4314956,5.967.832.064.000
Singapore,1994,SGP,3438616,102.035.136.512.000
Slovakia,1994,SVK,5338814,58.743.312.384.000
Slovenia,1994,SVN,1991454,33.038.143.488.000
Solomon Islands,1994,SLB,364510,
Somalia,1994,SOM,6959837,
South Africa,1994,ZAF,43267980,256.732.102.656.000
South Korea,1994,KOR,45165784,791.073.914.880.000
Spain,1994,ESP,39623732,827.806.515.200.000
Sri Lanka,1994,LKA,18011746,81.620.721.664.000
Sudan,1994,SDN,22703632,
Suriname,1994,SUR,426553,
Sweden,1994,SWE,8723467,241.527.455.744.000
Switzerland,1994,CHE,6991543,252.214.820.864.000
Syria,1994,SYR,13922629,138.964.369.408.000
Taiwan,1994,TWN,21293440,424.444.067.840.000
Tajikistan,1994,TJK,5803992,10.806.555.648.000
Tanzania,1994,TZA,29598330,25.898.516.480.000
Thailand,1994,THA,58610012,552.247.492.608.000
Togo,1994,TGO,4092613,4.562.486.272.000
Tonga,1994,TON,99752,
Trinidad and Tobago,1994,TTO,1301401,16.889.637.888.000
Tunisia,1994,TUN,9143139,52.754.300.928.000
Turkey,1994,TUR,58310244,569.082.576.896.000
Turkmenistan,1994,TKM,4133044,15.091.298.304.000
Turks and Caicos Islands,1994,TCA,14425,
Tuvalu,1994,TUV,9582,
Uganda,1994,UGA,20125026,19.993.296.896.000
Ukraine,1994,UKR,51487376,288.418.693.120.000
United Arab Emirates,1994,ARE,2329034,64.932.859.904.000
United Kingdom,1994,GBR,57785900,1.585.210.327.040.000
United States,1994,USA,262273584,10.232.022.433.792.000
United States Virgin Islands,1994,VIR,102653,
Uruguay,1994,URY,3189945,39.036.334.080.000
Uzbekistan,1994,UZB,22564732,107.242.094.592.000
Vanuatu,1994,VUT,166569,
Venezuela,1994,VEN,21640830,297.781.329.920.000
